Credit Score,SSN,Age,Occupation,Annual Income,Delayed Payments,Debt,Musician,Journalist,Doctor,MediaManager,Mechanic,Lawyer,Entrepreneur,Teacher,Scientist, Engineer, Accountant,Manager,Writer,Developer,Architect,Home Equity Loan,Auto Loan,Mortgage Loan,Not Specified,Personal Loan,Payday Loan,Student Loan,Credit-Builder Loan,Debt Consolidation Loan
Standard,310-60-6674,24,Developer,9978.995,24,2749.73,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,1,0
Good,124-68-9447,39,Writer,9500.235,6,459.49,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
Standard,768-75-7275,44,Lawyer,16096.54,11,927.98,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Standard,816-77-1754,39,Teacher,106543.35,10,491.07,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Standard,732-98-2688,27,MediaManager,91690.53,9,1295.18,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Standard,298-52-5800,-500,Scientist,41504.48,4,731.25,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0
Standard,300-98-3036,29,Writer,32506.42,19,683.6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Standard,302-54-1542,14,Scientist,42266.3,18,656.02,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Good,319-19-8982,24,Musician,9886.53,10,102.46,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
Poor,243-06-9936,-500,Engineer,17655.43,25,2725.14,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,1,0
Poor,276-42-6585,18,Musician,146880.84,7,387.53,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Standard,646-59-8591,36,Engineer,16480.5,13,201.57,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0
Standard,103-88-8332,16,MediaManager,59662.98,8,634.86,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Standard,584-17-2854,-500,Engineer,20674.5,21,2827.23,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0
Standard,746-31-3141,26,Journalist,63597.74,14,1167.37,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Standard,415-55-2149,54,Mechanic,160664.8,7,244.08,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Standard,061-69-5164,38,Lawyer,18221.965,11,1218.29,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
Good,203-76-0108,27,Writer,162550.32,8,789.13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Standard,782-33-0423,48,Developer,69563.34,9,164.52,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0
Good,743-66-3711,-500,Lawyer,16873.115,20,1143.31,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Standard,968-16-4399,18,Doctor,33579.27,13,517.8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Good,882-21-7332,48,Writer,170986.72,1,396.58,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
Standard,324-29-5086,47,Developer,9824.31,23,1233.96,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Poor,820-54-9717,15,Writer,42216.93,16,1890.92,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,0,0,0
Standard,527-69-0845,45,Engineer,22387.75,12,133.02,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Standard,280-54-8121,26,Developer,8879.57,23,2424.49,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0
Standard,352-52-2652,54,MediaManager,36966.76,20,1188.75,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Poor,983-43-5441,19,Teacher,113384.82,9,680.7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
Standard,241-31-0106,49,Manager,73400.58,8,1025.71,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Standard,418-29-5117,26,Entrepreneur,44620.48,16,1280.87,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Poor,913-79-8046,37,Journalist,7863.04,15,2286.31,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Good,981-51-2801,32,Journalist,73849.54,11,1484.51,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Poor,420-25-3263,24,Writer,7304.055,19,1991.85,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0
Standard,332-96-0334,42,Entrepreneur,143829.16,11,106.92,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
Poor,873-48-7202,53,Accountant,35554.04,1,89.93,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0
Poor,893-19-7441,53,Accountant,35554.04,1,89.93,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0
Standard,653-91-2313,23,Doctor,58290.64,20,2818.43,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0
Standard,585-94-4096,17,Entrepreneur,19559.45,20,1115.06,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0
Standard,549-28-7620,19,MediaManager,101771.67,11,1059.76,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0
Good,253-99-1738,35,Manager,31503.24,9,628.79,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Standard,409-18-3250,31,Architect,128494.52,nan,722.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
Standard,747-34-6406,19,Developer,7908.935,16,1840.31,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0
Poor,690-48-2138,20,Mechanic,18228.67,20,2471.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0
Good,274-83-2210,40,Architect,17573.035,5,429.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
Standard,789-04-4761,22,Scientist,66387.42,19,1175.18,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0
Standard,590-25-4528,40,Architect,17151.19,21,2672.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,0
Poor,810-61-0368,17,Engineer,9379.93,24,4280.56,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,1,0
Standard,645-67-9435,39,Musician,57878.7,19,693.23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Good,954-68-0668,27,Musician,41597.89,11,611.96,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Standard,440-19-7005,32,Developer,11533.485,15,1278.39,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,1,0
Standard,092-68-5200,24,Teacher,155700.32,8,988.95,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Poor,074-14-2917,33,Accountant,31963.96,20,1470.74,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
Poor,056-57-6013,23,Accountant,81298.72,17,4666.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0
Standard,497-21-0135,26,Scientist,71461.6,23,4812.71,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0
Poor,112-59-5434,14,Teacher,62016.76,22,1790.16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0
Standard,060-67-8371,35,Teacher,2527694,426,685.18,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
Standard,548-66-1159,44,Developer,51548.56,8,382.14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0
Good,072-54-2150,-500,Lawyer,44261.65,12,452.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Poor,251-00-6756,41,Engineer,35615.68,10,1448.89,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Standard,624-51-5781,47,Engineer,175972,6,171.93,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Standard,116-88-7276,41,Teacher,20501.07,10,2012.25,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Standard,704-03-3387,34,Teacher,60552.24,18,32.83,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
Standard,532-58-6827,19,Accountant,34230,15,3362.1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,1,0
Standard,559-25-3382,29,Architect,11128.91,14,1201.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0
Standard,563-01-6338,34,Accountant,19071.07,24,1538.98,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
Poor,682-85-9184,31,MediaManager,16241.52,1775,2410.41,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0
Poor,800-82-2401,16,Developer,36776.48,19,2418.37,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0
Standard,607-50-9283,31,Entrepreneur,30661.16,14,1346.55,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
Poor,847-17-3721,15,Accountant,54174.51,23,2236.88,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0
Standard,168-38-5634,36,Developer,41509.62,20,2435.57,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0
Poor,203-81-2427,36,Developer,41509.62,nan,2435.57,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0
Poor,406-13-8367,54,Musician,34185.14,nan,1461.18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
Poor,171-29-0843,25,Doctor,60576.72,22,2061.17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0
Good,999-51-7557,31,Writer,126284.31,5,936.59,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Standard,198-86-8137,41,Mechanic,106550.19,14,401.46,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Standard,986-47-7831,21,Writer,19243.9,14,1889.31,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0
Standard,250-68-8351,33,Mechanic,71508.27,20,1266.04,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
Poor,180-19-1991,31,Teacher,65714.32,nan,1727.71,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0
Standard,541-53-3205,31,Developer,78339.66,14,285.36,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Poor,739-57-5002,23,Doctor,20252.78,14,4576.95,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0
Good,984-93-1916,49,Musician,83923.24,19,1236.73,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Standard,446-41-8323,28,Scientist,19801.99,17,2010.01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
Poor,541-32-7027,25,Journalist,42534.99,19,1489.73,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0
Good,910-69-7452,24,Engineer,114987.15,3,1494.07,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Standard,193-67-1122,30,Teacher,7889.11,13,973.01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
Standard,163-54-9984,15,Teacher,8741.32,21,3791.25,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0
Standard,189-34-5628,51,Developer,19997.78,13,427.06,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
Standard,423-88-6945,36,Entrepreneur,41772.18,18,1383.84,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0
Standard,292-18-7679,44,Scientist,31287.48,20,4712.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0
Good,222-08-8611,48,Teacher,33153.69,nan,565.94,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Standard,127-36-3685,14,Lawyer,23445.47,nan,1455.88,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0
Poor,412-34-8666,29,MediaManager,9599.265,20,1935.7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0
Poor,052-24-8925,45,Musician,14320.27,21,1482.09,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
Good,351-07-6021,22,Doctor,19632.01,9,904.86,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
Standard,510-71-6161,32,Scientist,28603.64,2,1428.43,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Good,211-68-7344,36,MediaManager,40332.61,7,466.97,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0
Standard,424-82-3402,44,Scientist,44046.21,16,2709.07,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0
Poor,454-36-2008,19,Mechanic,15867.45,nan,1773.9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Poor,042-96-0101,28,Accountant,16701.96,20,4416.93,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
Standard,650-51-7412,35,Musician,14489.925,13,1339.99,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Standard,750-94-9700,-500,Developer,51580.68,10,1475.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,1,0,0
Good,798-36-9685,-500,Doctor,164956.96,9,779.45,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Standard,708-94-5712,18,Engineer,15580.41,16,4319.35,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0
Standard,853-62-7450,38,Architect,30813.68,10,1312.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0
Good,876-19-4611,45,Scientist,121881.24,nan,771.77,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
Poor,279-40-2641,15,Engineer,8597.69,24,1695.63,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,1,0
Poor,393-98-4443,16,Engineer,8597.69,24,1695.63,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,1,0
Poor,704-62-9013,31,Doctor,17282.31,18,188.54,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Good,835-49-5730,-500,Journalist,14799.91,6,427.59,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Poor,243-24-5828,40,Architect,38325.88,20,1765.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0
Standard,399-14-3062,18,Writer,97640.4,nan,80.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
Standard,720-44-3321,18,Writer,97640.4,14,80.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
Standard,618-38-7599,29,Manager,71677.59,9,130.54,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Poor,767-72-8687,33,Engineer,74178.04,8,64.38,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Good,891-67-3760,44,Entrepreneur,41015.31,8,1432.22,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Poor,992-49-2793,21,Accountant,44719.17,19,3818.57,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0
Standard,319-70-2154,42,Engineer,11300.335,18,650.47,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0
Standard,958-58-8885,-500,Teacher,30608.63,19,729.74,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Poor,426-31-9194,23,Teacher,17975.32,25,1263.1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0
Poor,657-94-9439,44,Lawyer,49657.92,20,3469.9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
Poor,305-67-0878,15,Mechanic,66886.28,18,2661.64,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Good,199-83-0023,32,Scientist,171280.88,10,421.66,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Good,070-79-0780,48,MediaManager,14180.935,11,1019.14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Standard,615-29-8753,48,Engineer,80676.84,4,1035.77,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Standard,561-32-2714,41,Lawyer,74614.64,4,879.62,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Poor,319-08-1291,17,Accountant,7596.06,21,1357.91,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0
Standard,339-72-7902,14,MediaManager,87786.15,16,1428.48,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Standard,862-58-7973,32,Entrepreneur,27339.81,14,1342.51,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Poor,343-89-9854,24,Engineer,17397.56,21,1435.6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0
Good,357-13-2811,37,Writer,109563.36,15,214.57,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Poor,485-41-1878,21,Musician,9945.42,16,1432.28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0
Poor,530-16-2887,20,Developer,7724.425,18,2048.13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
Standard,926-53-9407,16,Lawyer,13646.215,18,930.84,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Standard,156-41-3008,24,Musician,140770.16,9,1375.36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Poor,348-82-9499,28,Teacher,122028.48,11,53.04,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
Standard,769-19-8784,15,Mechanic,41391.06,11,759.29,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Standard,823-14-6544,27,Architect,9817.065,19,2083.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0
Poor,351-97-8678,34,Musician,10329.855,9,2549.63,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Poor,551-70-7456,23,Architect,58144.56,10,2466.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
Poor,372-05-2038,28,Musician,52949.07,12,1590.87,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Good,540-76-1248,37,Mechanic,21578.575,1,881.05,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Good,999-79-9012,37,Mechanic,21578.575,nan,881.05,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Standard,289-42-3489,34,Developer,61654.32,17,340.42,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Standard,808-03-7348,50,Musician,18268.61,14,393.05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0
Poor,433-03-7131,14,Mechanic,18248.5,8,1738.41,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Poor,649-36-2502,25,Accountant,16909.09,19,1890.74,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0
Standard,016-31-3693,41,Doctor,54052.82,16,281.77,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Standard,568-59-0290,30,Manager,141474.2,11,364.38,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Poor,112-40-8747,33,Scientist,44382.88,18,115.63,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Standard,056-36-2414,40,Writer,135478.36,17,845.47,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Poor,179-78-8980,37,Entrepreneur,16678.77,16,4312.53,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0
Poor,530-80-8025,53,Teacher,78113.56,10,978.3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Standard,172-48-6355,30,Engineer,24974.35,8,331.11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Standard,568-09-2850,34,Writer,106077.6,nan,301.46,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0
Standard,352-09-5170,27,Mechanic,41364.36,4,127.28,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
Poor,226-86-7294,17,Musician,60877.17,16,1300.13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0
Standard,676-67-1298,27,Entrepreneur,71738.16,24,4320.49,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0
Poor,214-02-8382,33,Journalist,40165.72,13,1812.84,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Good,035-00-5411,42,Journalist,34192.02,2,178.65,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Standard,144-58-9585,16,Entrepreneur,18249.16,13,496.55,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Standard,750-79-0475,34,Accountant,38027.68,8,286.94,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0
Standard,792-37-0645,38,Accountant,19704.16,nan,4866.57,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0
Standard,916-18-3437,40,Architect,27026.95,19,678.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
Standard,999-95-7259,32,Doctor,22751.59,nan,1429.63,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Poor,232-25-4157,40,Engineer,41073.26,17,2446.32,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Good,439-99-0001,50,Teacher,35991.91,2,792.73,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
Good,881-72-4685,53,Writer,17329.075,8,126.19,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
Good,413-67-3802,-500,Developer,25580.34,8,17.6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
Standard,872-74-3757,52,Writer,105295.08,2,321.36,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0
Standard,884-85-6493,26,Engineer,83642.91,9,793.04,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Standard,042-68-3497,24,Writer,15964.31,20,4375.21,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0
Good,779-31-9352,-500,Manager,28472.92,5,325.41,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0
Poor,091-01-4447,31,Lawyer,83618.96,nan,2624.85,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0
Standard,053-51-0661,55,Manager,20515.94,19,878.79,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
Standard,468-89-4698,30,Scientist,23054.08,8,573.89,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Good,702-03-6373,27,Musician,38868.12,1,1150.03,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Standard,537-63-5135,29,MediaManager,25810.93,15,1123.51,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Standard,985-30-0728,31,Writer,53699.7,11,1422.8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
